word,count
والتوحد,2
النفير,8
حدب,7
وصوب,7
فلندع,2
والتقاعس,1
والتبرير,1
ولينفر,1
ولنهجر,1
ونهاجر,1
سلعة,7
الغالية,17
حاتم,5
المأجورين,11
المدنسة,1
حبسنا,1
وتحاضنت,1
يدعوا,15
منابرهم,2
والرفعة,2
بمنطق,10
بدفع,10
مبالغ,22
لمجموعة,6
والهروب,1
يحولها,3
فلسطينيين,13
أحسبهم,1
مناعة,1
مطجة,2
أراضيها,25
وأفسدوا,3
العباد,42
وعينوا,1
وجهوا,10
المدافع,11
وقصفوا,3
والمسلح,2
شرا,18
يهاجم,13
بطرق,12
يرحلوا,10
يتحملوا,3
أمداد,1
للثأر,2
يتعظ,12
هامان,4
تحفر,3
واقتل,2
لا نعرف,10
والشموخ,2
يخلد,4
أسمائهم,13
لقنوا,1
درسا,21
تقتيلا,6
واجتماعية,4
يكرهوكم,1
ويحرضونكم,1
وابدؤوا,3
لدعوات,1
العاطفية,3
تدنس,6
توحيد,24
وإيرانيين,3
وكرد,1
خره,1
يتوحد,5
وأخواته,1
كلبنانيين,1
ذقنا,5
ومخابراته,12
مخابراته,8
وحكمه,2
الوصوليين,2
فيقف,2
قالبا,2
اعتبارا,1
معارضا,7
مؤيدا,6
لساني,2
بحرف,6
ويشرب,5
ويحتمي,1
ويخون,5
الخاين,3
بعملهم,2
أكمل,5
للخيانة بل,1
جزائه وجزاء أمثاله,1
فتحاوي,6
حمساوي,4
أتمزق,1
المذل,4
أكرهه,4
وأتذكر,1
اتذكر,1
ابو,6
ليكمل,3
أوافقك,5
وأعوانها,10
اعوانها,4
ينساق,3
والتمثيليات,1
التمثيليات,3
صنعهم,6
المصدوق,2
تبايعتم,1
بالعينة,1
وأخذتم,1
البقر,11
ورضيتم,3
بالزرع,1
وتركتم,1
ينزعه,2
ترجعوا,4
دينكم,19
جريدة,16
لأعضاء,4
كه,2
للدخول,6
لجسر,1
وضواحيه,1
تقارير,28
ومسلحة,2
نصدقهم,1
قهم,1
يخوروننا,1
نا,12
مشت,1
فليسكوتوا,1
يسكوتو,1
ينطقوا,2
لأجمل,2
احلى,1
وأغنى,1
اغنى,1
الأغنى,2
حلى,1
وتفو,1
بالسكوت,5
رقم 24,1
يرائي,1
طبعه,1
رفضوا,31
فالرشاوي,1
متاحة,3
السرقات,7
الكسب,2
حكومتنا الرشيدة,1
ليلقي,3
لفتات,1
شتان,7
الأمام,101
يا أحرار,8
رفعتم,15
لقومي,1
طفلة,3
ليتوقف,1
القبلات,2
خدود,1
وأيدي,3
تكفيكم,1
ونابلس,3
وطولكرم,1
لتقفوا ، وتعيدوا,1
تفكيركم,4
وتطردوا,1
وتلاميذه,1
وتضعوا,1
تجربة,37
بتفوقها,1
ومليون,6
جرأته,2
وتمسكه,2
بديمومة,1
البطش,17
مسبوق,7
عيدا,2
للفطر,1
وعيدا للنصر,1
استشهاد,17
أطراف,27
الجانب,26
يتضمن,6
بانتظام,7
محنتهم,4
وأخواتي,4
استعداء,1
سيربح,2
عانينا,10
400,15
وانتصرنا,3
ظلوا,6
ما تدعيه,1
رنانة,2
نحرك,4
بحريته,5
سارعنا,1
محاولين,1
إسكاته,2
بميليشياتنا,1
وأسلحتنا,1
وشعاراتنا,1
كروت,2
محروقة,2
لا يكفينا,1
والمزيد,5
تفرقة,7
لزعماء,3
أشبال,1
ودمهم,2
كرامتهم,9
نداء إلى,2
أطفالا,14
أو نساء ، أو شيوخا,1
ينهب,6
يسرق,21
الأحرار ؟ أين,1
يا أبناء,7
إذا لم,4
مغرب,5
الل,10
آه,43
يرزقون,6
تئن,1
بالتومان,1
القنصلية,6
والاغتيالات,8
وتحديد,1
الجنوبية,28
انتخبتموه,1
الأتاوى,1
أنوفكم,6
فهنيئا,22
وأصابعكم,1
اصطبغت,1
بالحبر,2
بالاختيار,1
وألحقنا,5
أحباب,10
اشتروا,5
العظمة,7
والكبرياء,3
وعظم الله أجر ذويهم ،,1
وعظم,5
اجر,1
أجر,17
الخلد,17
العظماء,5
الشامخة,3
المولى,25
النصير,7
ناصر,29
أصابها,4
العمى,7
عميان,3
نادرة,8
وتفتك,1
برموز,2
وعجبي,6
هراء,16
المتخاذلون,6
والمتعاونون,1
يعنيهم,5
مشاركون,3
بإمداد,1
بأماكن,3
تواجد,18
وتنقلاتهم,1
يسهل,15
مأموريته,1
أماكنهم,3
احذروا,28
فبالرغم,5
وحصار,9
هادئا,4
فتحية,8
الصادقون,8
الاستجابة,4
رجس,5
سيحررون,3
حرره,1
يحررها,3
والمأجورون,1
المأجورون,5
المنافقون,15
يشار,4
الحصني,7
رمزا,13
للاحتجاجات,2
المناهضة,5
لهيومن,1
رايتس,5
ووتش,3
ومنظمة,8
أسرتها,1
عثرت,1
مشرحة,1
جثة,12
مصابة,2
بحروق,1
ومقطوعة,1
تعلمين,3
عزيزتي,4
أمينة,6
يؤيدها,2
بإحراق,1
محلات,5
وسكان,4
لا نثق,4
تعلوا,4
يقطعوها,1
وشفنا,2
وبعده,12
طلعت,8
وبغض,7
خباياهم,1
تكذيب,8
عقلي,6
تصديقه,3
تتضح,8
بالغالي,7
الملوك,27
ورجالها,4
الفصائل,23
واللعنة,3
أخطر,25
سرعان,6
أرسلوا,11
ميليشياتهم,2
وحرسهم,1
بحريتهم,3
بالدليل,9
أبيت,4
بهتاف,1
بأوهامك,1
الفاجعة,3
الراكدة,1
تحركت,5
تغرق,16
للتكذيب,1
وقلب,11
بإظهار,3
يصيبهم,2
بطاقات,3
هوياتهم,3
الباغي,3
يستحل,1
وبلطجيته,2
يرسلهم,1
حرسكم,1
فضحت,6
وها هي,15
تفضح,8
ببغباء,1
منقطع,3
واختراع,3
التفجيران,5
المصطنعان,1
رمقه,1
يتخبط,5
يمنة,2
حسام,7
هسام,1
يحترف,2
لأخ,2
والاختطاف,1
الإختطاف,1
تبعث,9
الشفقة,6
لشابة,2
تبلغ,15
أقارب,4
ويعلن,3
وفاتها,2
تربط,7
بعائلتها,1
شقيقها,1
أقاربها,2
وتتجه,2
للشرطة,5
عائلتها,1
بملاحقتها,1
وحبسها,1
والاعتداء,9
وتسليط,1
سفهائه,1
سمعتها,10
وبفضل,10
صمودها,3
وصبرها,1
وشجاعتها,2
جائزة,23
نوبل,9
للسلام,17
حفيدة,2
بلقيس,2
نكسها,1
أخزاه,1
وعجل,5
بزواله,3
نائب,18
كلية,9
الهندسة,4
المعمارية,1
الركن,8
الكيمياء,2
ما تذكرون,1
رجعوا,7
الأدمغة,7
مانكن,1
شاطرين,8
تحكوا,2
ما فرقت,1
المسميات,8
والأماكن,6
ما بتفكر,1
بتطالب,1
والخطر,5
والهم,4
مراجعة,12
تفكيرك,6
بمسميات,3
استشهادية,1
وفدائية,1
كباقي,18
تحشر,7
أنفها,6
بالشأن,8
واعتبرت,2
معنية,7
بالتغيير,13
وبتأجيج,1
دولا,17
تبني,19
وقراراتها,4
يوتيوب,8
مثيرة,7
الفداء,4
لأكبر,8
وتكاد,3
لا تمر,1
الشهيدة,2
صمتكم,8
يقتلنا,7
يضيف,3
جدد,10
يطلقوا,6
خطبا,2
وقادة,14
ما خرب,1
جالسين,4
ويحرضون,5
ويحميه,3
والجماعات,9
وأرجوكم,2
خلونا,1
وخلونا,2
وتتوقف,1
حمامات,4
المقموعة,1
وتشكيل,11
تشكيل,30
وتوجيه,4
لتحريرها,5
لأعراض,1
الفلسيطنين,1
والفلسطينيات,1
الفلسطينيات,3
طموح,5
يتحقق,27
وتعتمد,4
متابعتها,2
تسجيلات,5
يبثها,1
والسلطات,2
ويصعب,3
أحيان,5
دقيتها,1
بتقول,1
لمصداقيتكم,1
تأخدوا,2
بمقاطع,2
نثق,12
بالجزيرة,16
وقائدها,12
لمسالمين,1
والمسيل,1
للدموع,4
ها قد,2
التقت,1
والزعماء,3
المطالبين,10
بحقوقهم,8
ألاعيبكم,5
تنحي,10
اختفاء,5
اصبر,5
الكائدين,10
سطة,1
السوط,2
والقيد,1
والمحبوس,1
المحبوس,1
والظلام,6
الظلام,36
ينقشع,1
تصبر,4
وتنتظر,2
ولرب,1
نازلة,3
يضيق,5
الفتى,8
واكبتها,1
مثلية,1
المتهم,3
وقيل,2
مارس,15
الشذوذ,2
رؤسائه,4
لإثبات,12
إثبات,20
ولائه,1
مثليته,1
ميلا,1
لخيانة,2
الجواسيس,7
مثليون,1
المثليين,4
محافظ,7
الجنرال,12
مود,2
وتروع,4
حظ,12
معلوكة,1
صين,5
أثبتتا,1
تدافعان,1
نشكرهم,3
يا لله,7
بتقتل,1
اتحدوا,9
والأمراء,9
سلالة,14
ترموهم,1
وشيك,1
ألاعيب,9
أحذر,4
لا ينخدعوا ؛ فكم,1
اتفاقيات,11
وقرارات,5
ما تنفذت,1
فيا شباب,1
بالصمود في,1
الساحات,14
نهابين,1
مجاعة,6
يا سادتي,4
ما يريدوه,1
السواد,8
مغيب,2
بوجههم,1
وأظهرهم,1
جيرانه,3
يحيكون,4
الدسائس,3
ليبرروا,1
إجرامهم,9
وليكسبوا,1
واثبتوا,2
ومعكم,2
الفرعون,10
الأبطال .,1
والقلب,8
يتفطر,1
لا تتنتظروا,1
ليخلصكم,1
ارسموا,1
تتخيلون,1
ورائحته,2
أزكمت,3
أنوفنا,2
خانعا,1
جاهلا,4
يسبح,2
التاريخي,14
يصنع,18
والمزمرين,2
وضعها,15
المقرب,2
لتنفيذها,2
الوحش,22
حمود,4
الصوفي,3
نقاعس,1
بعقاب,2
لوث,2
مدينته,5
وسنطالب,1
بمحاكمته,3
محليا,5
ودوليا,3
سهام,3
تتبنين,1
روايات,8
سأل,9
الصحفية,10
أنتي,4
ويشاهد,5
التكنولوجيا,33
تقدمت,6
تهاونا,1
علمته,1
وترعرع,2
وشب,1
لا أمان,1
شبوا,1
وأكلوا,4
خيرها,3
لتوكل,1
رصينة,2
ومفرحة,1
لثلاث,2
نساء تستحق,1
منهن,3
الجائزة,6
باقتدار,1
وتوكل,2
يتزايد,2
تواجده,2
باطراد,1
وصاعقا,1
اقصاء المرأة,1
باستماتة,4
لعودة,3
الحريم,4
تهانينا,1
ولليمن,1
مثواه,4
عرضها,7
ولعائلته,2
لعائلته,2
المكذوب,1
وبتكتيكية,1
يتولى,6
وسيحشر,1
سيحشر,2
خالدا,7
يا أرض,1
يطفي,3
لم يطلب,1
بالحضر,1
نزيه,17
يرغب,21
الإضافة,1
والتحدث,4
جاهزين,1
تصرخون,2
وتفندون,1
وتحشدون,1
وتشعلون,1
بلدانهم,25
لكنكم,11
وحلفاؤكم,1
والأوروبيين,8
تصدرت,2
نشرات,9
شاهدتها,2
عابر,4
تشر,1
تتمنى,11
وللمصريين,2
للمصريين,15
المبادئ,18
المعارض,19
يعاملنا,1
يدسون,2
وتريدون,4
شاعر,12
يزج,6
انتقد,7
زجوا,2
بمعركة,2
يصلحكم,1
وقبله شقيقه,1
قبلهشقيقه,1
العريس,5
يدفعون,19
بأبنائهم,4
ساحات,18
المغرضون,1
والمستسلمون,2
المستسلمون,3
والمشوهون,1
المشوهون,2
والأبناء,3
الأبناء,6
بجدارة,3
وسينالها,2
والمجرم,14
الخسيس,4
قدرته,15
لأشرس,1
الطارئة,3
وسيذكرها,1
بأقذر,2
صفحاته,2
بأقبح,2
الأوصاف,4
أموالا,11
ضلت,1
وعادت,5
أصحابها ، إما عن,1
ونهبوها في,1
مستحقيها,1
جمعت,8
بأسمائهم,2
وإما سرقها,1
أصحابها أيضا,1
تحرض,5
أين هم,2
الساسة,22
أدخلهم,1
جحورهم,2
الأحرى,13
نمد,2
الفلسطينين,21
أعراس,4
الشموع,2
وأوراق,2
الزهرة,4
تتساقط,6
تنبت,3
أوراقا,1
كلماتنا,1
جامدة,3
متنا,3
انتفضت,3
حية,14
اقتات,1
فعاشت,1
يتبنون,2
الأموات,11
عاداها,2
رشوة,9
يعاديها,2
يهوديا,9
المليوني,2
اشتبكوا,2
نشامى,1
افهم,7
يلي,19
بتفهم,2
الفيس,15
والمواقع,10
جرايد,1
فليقم,1
التنديد,14
مواقفهم,18
حليفتين,1
والأقرب,2
دونهما,1
النقض,4
سيقلل,2
بارع,1
الأزمات,27
تخصصه,1
واعتصامات,2
كتمرد,1
صمام,14
ويراهن,1
سيتحول,8
تسعة,13
ومسمع,14
مسمع,5
مراقبي,5
الموجودين,23
التواطؤ,8
التأمر,1
الفاضح,3
جعلت,16
سنوي,1
قطريا,3
يهاجر,3
والمغاربة,8
والتونسيين,3
التونسيين,19
الجهات,34
اليمينية,1
اليسارية,3
ومجلس,21
الشورى,10
والرئيس,19
ووزارة,6
والنقابات,3
الشمعة,2
المضيئة,3
والوحيدة,3
وقوي,9
جمعهم,3
واكسر,1
وعدوهم,4
وسلامي,6
لمجاهديها,1
والخيبة,1
نسمي,7
والعصابة,8
تنهال,5
آلات,4
تنهمر,2
ويحرص,2
مصلحتها,11
ومصلحته,3
لتوقف,3
فبدونها,1
سيغادر,1
لا تتجاوز,1
أعمارهم,6
ويموتون,1
يأخد,3
إلا عمله,1
وسيترك,1
ومال,4
أفلس,3
يؤيده,12
اتفق,14
حدوثة,1
انظم,1
هههه,7
متعود,1
صديقه,3
سيدته,3
دمية,8
المحب,4
لا يفرح,1
بسكب,1
لتروى,1
عطشى,2
أسمى,10
ما أرقتم,1
وتعالوا,3
نحفظ,3
وسأظل,3
أردد,2
موطني,6
الإباء,1
يا أنا,1
اليهود ولا,1
ومولانا,2
عهدا,9
أخلفوه,1
تكذبون,13
وتصدقون,2
مفر,18
سيفر,1
قوما,13
جبارين,4
لا شك,10
والصيني,5
يدفعنا,2
رهاب,2
تمارسه,9
يمارسه,7
لا يخفى,3
تحافظان,1
أتسائل,1
سيغفر,2
خطيئتنا,2
والعدوان,9
وحدهم,32
نكتفي,5
مساندتهم,3
نلتزم,2
يقودنا,2
تساندهم,1
مساندتها,2
أعلنها,7
تكالبت,5
الجن,9
والإنس,3
الانس,1
ينجحوا,11
نظريات,9
المربعات,1
تصحو,3
غفلتك,1
بأسرع,22
بجميع,22
ستحرق,6
بقذف,1
هادئتين,1
ترعبوهم,1
ولا تتركوا,1
مكانا,12
وفجرتوه,1
الهزلية,7
المسماة,16
بالانتخابات,23
وأعوانهم,29
معاونا,1
وتقتلوه,1
وأحرقوه,1
ومحتلون,2
يا طالبان,1
أزالت,3
سائدة,2
مناضلة,1
ومثقفة,2
ومربية,2
انهضن,1
بنات,9
تصفيات,3
آسيا,20
وإفريقيا,7
فلنترك,2
ببلادنا,4
عريسا,1
زفتهم,1
الملائكة,11
نيالهم,1
الجماد,1
تمطر,3
حديدا,1
مصهورا,1
يبالون,4
حجاجنا,1
يمنعون,10
وأبطالنا,2
يستشهدون,5
مرابط,1
المطبعين,3
آباء,1
وآباء,1
تطابق,4
الإبن,6
أبناء الحكام,1
ويلهون,1
وثروات,5
كأبناء عباس,1
وللأوطان,1
كأبناء,2
وستبقون,3
عالقة,1
حنجرة,4
وراية,1
وافتخار,4
ال48,3
وأتأسف,1
قدرتي,1
نضالكم,1
القلم,7
يوصل,9
صداه,1
ليعزي,1
ركن,6
ضمانات,12
الملاحقة,1
وحذاري,1
يتخذ,14
عايز,7
دعاها,1
الطالبانيين,1
يطلبوا,6
والمؤمنين,11
معونات,6
دبر,3
، والله,1
غربتنا,1
وأصدقائه,6
باعوه,1
بالرخيص,1
الإحسان,10
تستفز,3
بتعليقك,2
غفر,4
بصيرتك,3
غطاءك,1
الترف,5
والخنوع,10
ويتهم,9
بالجبن,1
بعينيه,2
يفتش,1
تفتيشا,1
دقيقا,2
للسيارات,2
والسيارات,14
متوقفة,3
انفجارها,1
صورت,7
جوجل,13
الرشوة,14
تكافل,1
اجتماعي,7
بالتعيين,4
تصد,3
صحراء,9
مأهولة,2
والأطلسي,2
الوصاية,10
آخرون,11
اضافة,1
الواسعة,7
لمجرد,30
مرورهم,2
بلدتنا,1
وتبت,3
تبت,6
يدا,33
علوي,13
وماني,1
ماني,3
وبدي,4
علوية,12
وسنية,1
وحده إن شاء لله,1
ديدنه,1
والعربدة,1
فنهايته,1
إلئ,2
وبيت,3
سلبت,10
حرياتهم,2
فعليهم,14
تدافعوا,4
أيدكم,2
ولايزال,6
التعصب,25
يجني,7
ثماره,1
دروة,1
منهما,18
والحماس,2
مواجهات,8
الفريق,24
المتأهل,1
عطرة,2
نيل,10
وكرامته,12
تنتزع,5
انتزاعا,4
المساندين,4
لقاتل,2
والراكع,1
الراكع,1
والإسرائليين,1
فأدعو,1
يحشرهم,1
وجنده,6
جنده,12
شامكم,1
نتعجب,2
المتزايدة,2
محكوم,6
ومقسم,1
عوائل,8
وحكومات,6
لا يختار,1
بالفقر,4
ويأكل,4
صامت,5
أعدمت,3
الدماء الغزيرة,1
للاستمرار,5
ولا برهان,1
اشتراكهم,2
يراجع,5
البينة,2
ومجرد,6
لا يرضاه,3
رحلة,10
العكسية,1
يستولي,5
فهاهم,2
الانسحاب,23
أدركوا,4
يمنعانه,1
حالتنا,5
المشجعين,4
كالخراف,4
يسوقون,5
للحظة,6
الاحتقان,5
للشبيحة,12
عطلة,5
المعتوه,4
المنفصم,1
فبإذن,3
سيسحق,2
أقدامك,2
المجاهدة,7
فالله,52
غالاوي,1
لأجبر,1
الرفق,1
الجائعين,1
مستعصية,2
إطعام,5
القاهرة,43
والرياض,5
وعمان,9
والجربانين,1
الجربانين,1
الباقين,10
منعه,7
وموثقة,2
والمرصد,3
التعرف,7
طالبت,6
الملف,16
الجنائية,17
وسذاجة,2
ستنطلي,1
والانعتاق,1
الامر,5
دكاترة,2
الانسانيه,1
كحكام,3
الترتيب,4
أحسبه,1
لنجد,2
ونجد,6
راسبوتين,2
والخمينى,1
معلقة,3
وطهران,6
لبالمرصاد,1
وانتهك,4
إنما الأمم,1
ذهبوا,4
إبداع,9
وإمتاع,1
للنفس,5
أرهقتها تضاريس,1
وثقوب,1
اللعينة,8
للملعب,2
للمتعة,1
الساخن,3
الجانبين,12
نسيما,1
للتصافح,1
نلتقي,4
السودانيين,21
ودي,5
تحزنوا,15
نصره,16
قساوة,3
يخيب,4
ليبتليكم,2
والثبات,11
وانهارت,1
والجمهوريات,1
انفصلت,3
وهزمنا,1
أنهكناها,1
ولا يعرفون,3
بالحرف,9
نظامي,11
والإمكانيات,6
وكبرياء,3
تتوغل,1
ينقلب,7
الأتراك,44
خطواته,1
غاليا,12
التحم,1
زقاق,1
المهرب,1
الاحتفال,5
صحوات,5
الردع,10
أبقى,8
بطالة,9
مغتربين,3
مهاجرين,3
مشردين,4
ويقال,6
نسير,4
بخطى,7
والازدهار,10
زعيمنا,6
وعجيب,3
رجعت,10
وذهبت,3
ورقم,6
أصلك,5
يعرفه,8
غابات,4
الأمازون,3
الجهاديين,14
شديدي,1
ويدمرون,7
فظيعة,2
تسنت,1
الفرصة لم,1
يرم,3
إطلاقهم,1
جهادهم,8
يتركز,1
تنتشر,10
الارهاب,6
ونسائكم,4
مضللون,1
رشدكم,6
نومكم,5
أقسمتم,2
تقتلوهم,1
خافوا,17
انصروا,6
أهلكت,3
الإجراميين,1
ربيعية,1
خريفية,1
تتوقعه,2
ووهابية,2
ابية,1
موعده,3
بقريب,3
المزيفة ! 1221 قتيل,1
و 105,1
بالمذابح,1
أيهما,8
يستعمل,19
الثقيل,16
الترسانة,3
لقتل 4101,1
والتضحية,11
الجند ! قولوا,1
4000,8
إعلاما,6
ونزيها,2
مسخرا,1
بالفرس,3
فجروه,1
نحروه,1
أبنائها,34
قلنا,20
فقالوا,7
وهابي,2
اقتلوه,6
سلفي,6
قاعدي,2
ستظل,12
رايتنا,1
الملتقى,1
يساندون,8
بوسائل,5
لو كانوا,4
لا يجدون,3
يتبجحون,8
فتراهم,1
يشمتون,2
ويتشفون,1
لمقتل,8
ولتهدم,1
وللمتذاكي,1
يتحدى,2
وسترى,18
التوثيق,3
كنظامك,1
وأخفى,1
خطابه,8
لوحة,6
والقادم,9
سيسوؤكم,1
متر,16
وتأمين,9
ومركز,2
القريبين,1
درع,13
وحامي,11
ميزانيتها,4
للاجئين,8
بخلاف,12
يشحذون,2
ويبيعونها,1
تسلح,5
المغتربين,6
بخلافه,1
روراوة,2
نظيره,2
زاهر,8
السوداني,47
وإزالة,8
التوتر,6
استمرارا,1
لمواقفه,4
العدائية,6
الشحن,4
جماهير,7
حجز,4
تذكرة,2
الصعود,6
لمونديال,2
2010,11
يدعمهم,5
نتعلمه,2
والسفاحين,4
زوجاتهم,8
تطبخ,1
شريكة,8
إلقاء,22
وقالها,5
قالها,25
لقطات,5
التلفزة,8
لعناصر,3
الجزاء,13
بالحقيقة,13
يوازن,2
عاطفي,4
يبرز,4
ومكتسبات,1
عقلاني,3
التحديات,12
الماثلة,2
والواقفة أمام,1
ميزة,5
أستاذنا,5
راشد,10
الغنوشي,8
والمنوال,1
ويبقى,22
جائع,10
وفقير,3
حطب,5
ووقود,1
وأدوات,5
ادوات,1
مماثل,6
الباب,27
صنعت,7
خصيصا,3
لا تضرب,1
أو صاروخ,1
فسادية,1
للتجسس,4
المركز,13
قضوا,9
كركون,1
وطمروا,1
المقابر,14
الملاصقة,1
لفروع,1
هانحن,1
الوجوه,15
وسواه,1
لنباع,1
بسوق,4
الحرامية,13
هني,1
كلمتين,3
بإقامة,11
يلومون,4
السرعة,10
يخوضون,1
طاحنة,3
نحسن,8
توثيق,10
لنشرت,1
تجرؤ,11
سيفتضحون,1
بلاش,15
تضحكون,8
واعيا,5
ويستطيع,9
تمييز,8
منشورة,4
بالاسم,6
أوراق,14
كوتشينة,1
بار,2
أخطأت,15
فتحت,17
مكتبها,3
وتعاونت,2
والسياسة,15
إبرام,3
صفقات,13
الحفاض,4
الإمعات,1
يستخسرون,1
تنالون,1
الحمقاء,6
بكذبه,2
المجحوم,2
وجرح,7
85000,1
نفسا,16
مخلصا,15
لوطنه,15
والصيام,3
الزجاجة,1
لحرب,14
كونية,8
تحالفت,6
أوزارها,2
الوهن,7
الرياح,11
واردة,5
ينعقون,2
ويجعرون,1
يزيدهم,4
مفتراه,1
مداومون,1
وتخافون,3
والمسكنة,1
وغضب,9
اليائسة,5
البائسة,9
تلعنون,1
وأصيلا,1
وتنسون,4
شياطينه,1
كأصحابهم,1
تساعدهم,6
إعتبارهم,1
الوحيدين,4
تديران,1
مستخدمة,4
الأصلاء,3
مشرف,12
وبأسلمة,1
اليونانيين,1
تبنى,9
مساجد,16
منتظرون,2
سمحتم,9
قنابل,12
تنبيه,2
أبو الظهور,1
ومدافع,2
اليدوية,1
أفراده,5
احتضن,4
واحتضن,2
المقاومات,2
بزجاجات,1
المشروبات,4
إبان,22
تشابهت,3
الامان,8
لا يساوي,3
الشيحة,1
انتبهوا,18
الضمار,1
يسحل,2
فجبروت,1
الوصف,13
وكذبهم,3
تقطع,22
أجسامهم,3
وتعطى,1
للكلاب,3
فسيتم,4
سحله,1
وتسميره,1
بعمامته,1
حاوية,2
قمامة,1
لتتمتع,2
بأكل,5
النتانة,1
رائحته,1
اللفافات,1
الزجاجية,1
للقرصنة,1
أو استراق,1
السمع,4
التنصت,1
أو الاختراق,1
الكبل,1
وصله,1
ما تعرض,2
للقطع,1
والكيلو,1
تكلفته,1
180,8
يمتد,4
موازيا,1
للطرق,1
المسفلتة,1
الأسفلت,3
ردين,1
وبكثير,2
متتابعة,1
وينهي,3
والسطو,3
وحرب,21
73,10
المستأجرة,1
تهين,2
وحيد,13
علويين,6
الأقليات,45
أقليات,5
لتعذيب,1
إنشقاق,5
بالبطل,2
أبادكم,2
وحسابكم,1
جهلة,14
انحرفتم,1
نبينا,30
آله,12
السلاجقة,1
والأيوبيين,1
الأيوبيين,1
البداية أن,1
لإيقافه,1
مراوغة,1
متاجرة,8
ودمى,2
تحركها,4
معقل,7
يدمرون,6
يجاهدون,5
لبدأوا,1
وقواعدهم,1
كثرت,9
المزايدات,6
واختلط,1
الحابل,2
بالنابل,2
يسترجعوا,1
باعوها,3
وقتله,10
وتعذيبه,3
واعتقاله,3
بأرقام,3
مضاعفة,12
بالمرة,6
ولا تنسى,4
عدوها,2
ذكي,20
لا زالوا,2
مستمرين,1
تتكرر,19
هلك,5
لا رحمة,1
حصدهم,1
النعمة,8
المذبوح,5
يناشدك,1
وباسم,17
تنصر,11
بإمكانك,3
حقن,14
واقتلاع,2
نناشدك,1
يهمك,8
لومة,10
لائم,10
بالاشمئزاز,2
لا يخاف,7
وغيرهما,9
عباده,27
بالعرف,1
فجنان,1
دفعة,9
فغيرة,1
ستبيد,2
أوابد,1
وتسق,1
أطعم,1
جائعهم,1
واكس,1
اكسو,1
عاريهم,1
مرضاهم,3
وقو,2
فوي,1
أبصارهم,2
واسق,1
ظمئاهم,1
واحمل,1
حافيهم,1
صفوفهم,13
كلمتهم,12
واربط,2
اربط,2
المباراة,21
والعجب,10
العجب,28
ويريدها,1
وقطعا,2
للعلاقات,4
ضعيفا,7
وحتما,4
بالجهادية ؟ وحتى,1
يهزموا,2
صلاح الدين,2
مشاهدا,1
ولا يحبذ,1
لايحبذ,1
التظام,1
الميادين,14
يجمع,30
ويقدم,8
والميلشيات,2
وفيلم,1
وأكاذيبكم,1
وشركائهم,1
إرادتها,6
صمود,17
وعزيمة,5
أبسبب,1
فردية,13
نتهم,9
ظاهرة,24
فلعل,4
الأزواج,1
مقصرين,3
دفعهن,1
فالرسول,2
الملاحظة الأولى,1
عناوين,10
مغيرة,2
الملاحظة,5
التانية,1
نحس,2
خفية,17
ندري,9
لا يسارع,1
فضح,23
لحرمات,1
وإجبار,3
إعلاننا,1
عشائر,9
نعلن,8
نصرنا,7
والمجموعات,3
وانتظروا,9
مفاجآتنا,1
وخسأ,2
المراهنون,1
أغنياء,16
زكاة,8
للفقراء,11
فقيرا,10
يومه,8
الزكاة,9
دخله,4
صيرورة,2
أبانت,2
بالزوال,1
فهاهي,2
تندحر,2
الصيرورة,1
وهكذا دوما,1
هكذا قادة,1
أجد وصفا,1
يناسب,11
الجبناء الذين,1
فضحتهم,5
وخدم,3
استعباد من,1
خلقهم,3
أحرارا ، ونزلت,1
تحررهم,4
وسيهزم,1
كما الذين,1
قبلهم,19
فالرئيس,3
يقذف,4
بالأحذية,5
وهزيمة,3
تسجل,6
لأمريكا ولحلفائها,1
القاضية,8
بطيخ,11
الغليون,3
ويجر,1
ويصور,1
وديكتاتور,2
ماذا لكم,1
بترفوا,1
تستفزوه,1
بافتراسكم,1
وزكية,1
استنشاق,2
للهواء,1
النقي,3
وشيكة,8
أمنوا,3
تفلحون,2
سورة,31
ما كانت,6
فلننظر,4
ضعف,51
المادية,14
يا إخوان,12
بشرط,12
سرابا,1
تجمعنا,2
وكرة,3
هذا ! حسبي,1
ويدعى,1
تفاوض,7
والاستعانة,1
الإستعانة,3
لسنين,7
سائل,4
القسام,17
وأقض,1
مضاجعهم,2
بأسوده,1
المغاور,1
ببشاعة,2
والهند,14
الهندوس,2
مساجدهم,2
قمعهم,2
النصيري,14
ذكريني,1
ايضا,11
أوائل,5
الجمع,14
بعنوان,11
سلحونا,1
بمضادات,4
وجمعة,4
أروني,1
شحنات,3
الكتف,4
الدروع,3
للكلام,2
143,1
وله,30
الرشاشات,1
بأيد,7
بلاستيك,1
واجبنا,2
وخلق,19
مثالية,3
للإبراز,1
والأجنبية,10
وإبعاد,4
إبعاد,11
الرياضي,7
والفوز,4
للمنتخب,1
للمناصرين,1
وخلال,5
طردهم,9
وستبقى,38
صامدة,9
تقسم,11
وستفشل,1
مخططاتهم,11
لانتزاع,4
الفرات,14
وضمه,2
رافع,4
باسط,1
وعظمتك,1
متين,1
يعجزونك,9
طغوا,4
فخذهم,1
وأذقه,1
مذلة,3
قائل,3
تغري,1
أرستقراطي,1
بهندام,1
وتأكل,6
الملهوفين,1
تحية إجلال,1
